Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-001026925-protein3954.fasta	GCF_001026925	NZ_CP010867.1	2036630	2036978	3954	Plasmid stabilization protein	http://purl.uniprot.org/uniprot/S9AV73
GCF-000007265-protein1818.fasta	GCF_000007265	NC_004116.1	1862832	1863543	1818	Prophage LambdaSa2, antirepressor protein, putative	http://purl.uniprot.org/uniprot/Q8DXH4
GCF-000007265-protein23.fasta	GCF_000007265	NC_004116.1	36561	40308	23	Phosphoribosylformylglycinamidine synthase	http://purl.uniprot.org/uniprot/A0A1J7VMZ3
GCF-000689235-protein406.fasta	GCF_000689235	NZ_HG939456.1	441877	442414	406	IS861, transposase orfA	http://purl.uniprot.org/uniprot/F8XYY7
GCF-001026925-protein2220.fasta	GCF_001026925	NZ_CP010867.1	242782	243574	2220	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C70AB
GCF-001026925-protein3316.fasta	GCF_001026925	NZ_CP010867.1	1389699	1390266	3316	SAM-dependent methyltransferase	http://purl.uniprot.org/uniprot/S9CNN9
GCF-001026925-protein3318.fasta	GCF_001026925	NZ_CP010867.1	1391286	1391928	3318	Membrane-associated phospholipid phosphatase	http://purl.uniprot.org/uniprot/A0A0G9JBH6
GCF-000689235-protein754.fasta	GCF_000689235	NZ_HG939456.1	797215	797782	754	Energy coupling factor transporter S component ThiW	http://purl.uniprot.org/uniprot/A0A1J7W951
GCF-001026925-protein2787.fasta	GCF_001026925	NZ_CP010867.1	836361	837309	2787	Competence protein CoiA, putative	http://purl.uniprot.org/uniprot/F8XZU5
GCF-000689235-protein1453.fasta	GCF_000689235	NZ_HG939456.1	1526850	1527333	1453	Transcription elongation factor GreA	http://purl.uniprot.org/uniprot/Q3JZS3
GCF-000427035-protein3375.fasta	GCF_000427035	NC_021485.1	1313008	1313398	3375	Chemotaxis protein	http://purl.uniprot.org/uniprot/S9BAR9
GCF-000196055-protein380.fasta	GCF_000196055	NC_004368.1	391600	391849	380	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA50BF
GCF-001026925-protein3834.fasta	GCF_001026925	NZ_CP010867.1	1918705	1919038	3834	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00000537E0
GCF-000196055-protein2077.fasta	GCF_000196055	NC_004368.1	2146462	2147458	2077	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y3U8
GCF-000689235-protein1949.fasta	GCF_000689235	NZ_HG939456.1	2019024	2019639	1949	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI00005BB4E0
GCF-001026925-protein2151.fasta	GCF_001026925	NZ_CP010867.1	179083	182659	2151	DNA-directed RNA polymerase subunit beta	http://purl.uniprot.org/uniprot/A0A0E1EKI6
GCF-001026925-protein3301.fasta	GCF_001026925	NZ_CP010867.1	1375055	1375739	3301	Cytidylate kinase	http://purl.uniprot.org/uniprot/Q3K0C7
GCF-000689235-protein172.fasta	GCF_000689235	NZ_HG939456.1	194889	195096	172	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1J7V1L6
GCF-000689235-protein1731.fasta	GCF_000689235	NZ_HG939456.1	1816441	1816939	1731	Zeta toxin	http://purl.uniprot.org/uniprot/A0A1J7XDI0
GCF-001026925-protein2212.fasta	GCF_001026925	NZ_CP010867.1	236333	236768	2212	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EF12
GCF-001026925-protein3943.fasta	GCF_001026925	NZ_CP010867.1	2023178	2024177	3943	Ornithine carbamoyltransferase	http://purl.uniprot.org/uniprot/S9CQZ0
GCF-001026925-protein3308.fasta	GCF_001026925	NZ_CP010867.1	1381746	1382541	3308	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S9CT42
GCF-000012705-protein2640.fasta	GCF_000012705	NC_007432.1	553925	554609	2640	DNA-binding protein	http://purl.uniprot.org/uniparc/UPI00005BB24E
GCF-001026925-protein3955.fasta	GCF_001026925	NZ_CP010867.1	2036967	2037255	3955	Addiction module antitoxin, RelB/DinJ family	http://purl.uniprot.org/uniprot/E7S1C9
GCF-001026925-protein3930.fasta	GCF_001026925	NZ_CP010867.1	2012388	2013489	3930	FtsK/SpoIIIE family protein	http://purl.uniprot.org/uniprot/X8KEH6
GCF-000689235-protein841.fasta	GCF_000689235	NZ_HG939456.1	897581	898211	841	Amino acid ABC transporter ATPase	http://purl.uniprot.org/uniprot/S8G6S0
GCF-001026925-protein3655.fasta	GCF_001026925	NZ_CP010867.1	1737532	1738705	3655	NAD(FAD)-utilizing dehydrogenases	http://purl.uniprot.org/uniprot/A0A0E1ENW4
GCF-000007265-protein1236.fasta	GCF_000007265	NC_004116.1	1279547	1279898	1236	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C5D63
GCF-001026925-protein3878.fasta	GCF_001026925	NZ_CP010867.1	1959789	1962177	3878	Putative cell-wall anchored surface adhesin	http://purl.uniprot.org/uniprot/Q0E7B1
GCF-000012705-protein4003.fasta	GCF_000012705	NC_007432.1	1955120	1955522	4003	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E2X9
GCF-000689235-protein810.fasta	GCF_000689235	NZ_HG939456.1	861534	861915	810	Neutral trehalase	http://purl.uniprot.org/uniprot/F8Y035
GCF-001026925-protein2358.fasta	GCF_001026925	NZ_CP010867.1	388259	389567	2358	Transporter	http://purl.uniprot.org/uniprot/A0A076Z7G1
GCF-001026925-protein2401.fasta	GCF_001026925	NZ_CP010867.1	433137	433914	2401	Regulatory protein RecX	http://purl.uniprot.org/uniprot/P59210
GCF-000689235-protein863.fasta	GCF_000689235	NZ_HG939456.1	920308	920581	863	Uncharacterized protein	http://purl.uniprot.org/uniprot/T4IAQ2
GCF-001026925-protein3369.fasta	GCF_001026925	NZ_CP010867.1	1451153	1452350	3369	Glycosyl transferase family 8	http://purl.uniprot.org/uniprot/S9AYX0
GCF-001026925-protein2012.fasta	GCF_001026925	NZ_CP010867.1	32610	33372	2012	DNA repair protein RecO	http://purl.uniprot.org/uniprot/S9B856
GCF-000689235-protein1093.fasta	GCF_000689235	NZ_HG939456.1	1154563	1155790	1093	TPR domain protein	http://purl.uniprot.org/uniprot/Q8DZB6
GCF-001026925-protein2384.fasta	GCF_001026925	NZ_CP010867.1	412780	413818	2384	Sensor histidine kinase	http://purl.uniprot.org/uniprot/S9KU97
GCF-001026925-protein3463.fasta	GCF_001026925	NZ_CP010867.1	1548613	1549456	3463	Acyltransferase	http://purl.uniprot.org/uniprot/S9AY06
GCF-000007265-protein1232.fasta	GCF_000007265	NC_004116.1	1276298	1276757	1232	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DZ54
GCF-001026925-protein3424.fasta	GCF_001026925	NZ_CP010867.1	1507818	1508607	3424	Nickel ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8Y262
GCF-000689235-protein505.fasta	GCF_000689235	NZ_HG939456.1	536308	537322	505	Peptide chain release factor 2	http://purl.uniprot.org/uniprot/E7S5J2
GCF-000196055-protein1346.fasta	GCF_000196055	NC_004368.1	1392704	1393094	1346	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4Q5
GCF-000689235-protein1543.fasta	GCF_000689235	NZ_HG939456.1	1615440	1615893	1543	Cytidine/deoxycytidylate deaminase family protein	http://purl.uniprot.org/uniprot/F8Y2N1
GCF-000689235-protein1408.fasta	GCF_000689235	NZ_HG939456.1	1489726	1490083	1408	Arsenate reductase	http://purl.uniprot.org/uniprot/S9AZZ8
GCF-001026925-protein3747.fasta	GCF_001026925	NZ_CP010867.1	1831762	1833667	3747	Oligohyaluronate lyase	http://purl.uniprot.org/uniprot/A0A0E1EP33
GCF-001026925-protein2380.fasta	GCF_001026925	NZ_CP010867.1	409260	409701	2380	CoA-binding protein	http://purl.uniprot.org/uniprot/S9KTY9
GCF-001026925-protein3595.fasta	GCF_001026925	NZ_CP010867.1	1674862	1677691	3595	UvrABC system protein A	http://purl.uniprot.org/uniprot/A0A0E1EJ64
GCF-000689235-protein1381.fasta	GCF_000689235	NZ_HG939456.1	1464376	1465303	1381	Metal ABC transporter, metal-binding lipoprotein	http://purl.uniprot.org/uniprot/F8Y277
GCF-000689235-protein1237.fasta	GCF_000689235	NZ_HG939456.1	1308113	1309691	1237	Asp1	http://purl.uniprot.org/uniprot/Q3S2Y6
GCF-000689235-protein857.fasta	GCF_000689235	NZ_HG939456.1	914321	915449	857	Na+/H+ antiporter	http://purl.uniprot.org/uniprot/F8Y083
GCF-001026925-protein3235.fasta	GCF_001026925	NZ_CP010867.1	1307851	1308508	3235	Hemolysin III, putative	http://purl.uniprot.org/uniprot/A0A075N1T5
GCF-000427035-protein3374.fasta	GCF_000427035	NC_021485.1	1312662	1313019	3374	ATPase	http://purl.uniprot.org/uniprot/V6Z4M7
GCF-000012705-protein2546.fasta	GCF_000012705	NC_007432.1	471007	472339	2546	PTS galactitol transporter subunit IIC	http://purl.uniprot.org/uniparc/UPI00005BB224
GCF-000012705-protein3209.fasta	GCF_000012705	NC_007432.1	1159248	1159839	3209	CYTH domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005BB32C
GCF-001026925-protein3144.fasta	GCF_001026925	NZ_CP010867.1	1210149	1210860	3144	Purine nucleoside phosphorylase DeoD-type	http://purl.uniprot.org/uniprot/S9MR35
GCF-000427035-protein3399.fasta	GCF_000427035	NC_021485.1	1338804	1339623	3399	Replication initiator	http://purl.uniprot.org/uniprot/A8D844
GCF-001026925-protein2622.fasta	GCF_001026925	NZ_CP010867.1	658329	659103	2622	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EG72
GCF-000427035-protein3369.fasta	GCF_000427035	NC_021485.1	1307703	1308063	3369	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9F6D1
GCF-000689235-protein1153.fasta	GCF_000689235	NZ_HG939456.1	1222386	1223196	1153	Restriction endonuclease	http://purl.uniprot.org/uniprot/A0A1J7UMV8
GCF-001026925-protein3154.fasta	GCF_001026925	NZ_CP010867.1	1219185	1219947	3154	phosphonate ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI00005C55FE
GCF-000689235-protein1605.fasta	GCF_000689235	NZ_HG939456.1	1679694	1680705	1605	Glyceraldehyde-3-phosphate dehydrogenase	http://purl.uniprot.org/uniprot/Q8E3E8
GCF-000012705-protein2631.fasta	GCF_000012705	NC_007432.1	551728	552061	2631	Uncharacterized protein	http://purl.uniprot.org/uniprot/S9L629
GCF-000689235-protein591.fasta	GCF_000689235	NZ_HG939456.1	620683	621895	591	CylJ protein	http://purl.uniprot.org/uniprot/A0A1J7VDA8
GCF-000689235-protein242.fasta	GCF_000689235	NZ_HG939456.1	267035	267527	242	RNA polymerase sigma70 factor	http://purl.uniprot.org/uniprot/S8G108
GCF-001026925-protein2792.fasta	GCF_001026925	NZ_CP010867.1	841963	842449	2792	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2I6Z0C9
GCF-000689235-protein1148.fasta	GCF_000689235	NZ_HG939456.1	1216260	1217130	1148	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7V3Q0
GCF-001026925-protein3618.fasta	GCF_001026925	NZ_CP010867.1	1699625	1700474	3618	Glycerol uptake permease	http://purl.uniprot.org/uniprot/S9CHT4
GCF-001026925-protein3223.fasta	GCF_001026925	NZ_CP010867.1	1297723	1299100	3223	amino acid permease	http://purl.uniprot.org/uniparc/UPI00005C5F35
GCF-001026925-protein3811.fasta	GCF_001026925	NZ_CP010867.1	1902926	1903604	3811	Phosphate regulon response regulator PhoB	http://purl.uniprot.org/uniprot/S9B5Y2
GCF-001026925-protein3247.fasta	GCF_001026925	NZ_CP010867.1	1319087	1320905	3247	Lipid A export ATP-bindingpermease protein MsbA	http://purl.uniprot.org/uniprot/A0A0E1EIG3
GCF-001026925-protein3735.fasta	GCF_001026925	NZ_CP010867.1	1818029	1818800	3735	30S ribosomal protein S2	http://purl.uniprot.org/uniprot/Q3JZ54
GCF-001026925-protein3562.fasta	GCF_001026925	NZ_CP010867.1	1637038	1639684	3562	Pyruvate, phosphate dikinase	http://purl.uniprot.org/uniprot/A0A0H1NRE3
GCF-001026925-protein3809.fasta	GCF_001026925	NZ_CP010867.1	1898937	1901121	3809	PTS glucose/maltose transporter subunit IIBCA	http://purl.uniprot.org/uniprot/A0A0E1EPB6
GCF-000689235-protein567.fasta	GCF_000689235	NZ_HG939456.1	596489	597413	567	Collagen-binding protein	http://purl.uniprot.org/uniprot/S9KSA6
GCF-000196055-protein384.fasta	GCF_000196055	NC_004368.1	393936	394785	384	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB3E36
GCF-000689235-protein1050.fasta	GCF_000689235	NZ_HG939456.1	1109635	1110838	1050	30S ribosomal protein S1	http://purl.uniprot.org/uniprot/F8Y107
GCF-001026925-protein3678.fasta	GCF_001026925	NZ_CP010867.1	1759965	1760628	3678	Ribulose-phosphate 3-epimerase	http://purl.uniprot.org/uniprot/A0A0E1EJC6
GCF-001026925-protein3646.fasta	GCF_001026925	NZ_CP010867.1	1729675	1730413	3646	Oxidoreductase, aldoketo reductase family	http://purl.uniprot.org/uniprot/A0A0E1EJB2
GCF-001026925-protein3099.fasta	GCF_001026925	NZ_CP010867.1	1165930	1166473	3099	Stress response regulator gls24-like protein	http://purl.uniprot.org/uniprot/A0A0H1T8Q7
GCF-000196055-protein1897.fasta	GCF_000196055	NC_004368.1	1961808	1963662	1897	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E366
GCF-001026925-protein3254.fasta	GCF_001026925	NZ_CP010867.1	1328090	1329830	3254	Multidrug ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S9BAU9
GCF-001026925-protein2094.fasta	GCF_001026925	NZ_CP010867.1	111334	111799	2094	Membrane protein	http://purl.uniprot.org/uniprot/S9M183
GCF-000689235-protein1606.fasta	GCF_000689235	NZ_HG939456.1	1680908	1682987	1606	Elongation factor G	http://purl.uniprot.org/uniprot/Q3JZB5
GCF-000427035-protein3390.fasta	GCF_000427035	NC_021485.1	1332149	1333004	3390	Tn5252, Orf23	http://purl.uniprot.org/uniparc/UPI000332E82A
GCF-001026925-protein2217.fasta	GCF_001026925	NZ_CP010867.1	240297	241518	2217	integrase	http://purl.uniprot.org/uniparc/UPI00005C5969
GCF-001026925-protein2470.fasta	GCF_001026925	NZ_CP010867.1	497755	498892	2470	Cell division protein DivIB	http://purl.uniprot.org/uniprot/S9C4C6
GCF-000007265-protein582.fasta	GCF_000007265	NC_004116.1	588735	592860	582	Prophage LambdaSa1, N-acetylmuramoyl-L-alanine amidase, family 4	http://purl.uniprot.org/uniprot/Q8E0W9
GCF-001026925-protein2532.fasta	GCF_001026925	NZ_CP010867.1	562908	564105	2532	Voltage-gated chloride channel protein	http://purl.uniprot.org/uniprot/S9CKC5
GCF-001026925-protein3605.fasta	GCF_001026925	NZ_CP010867.1	1684637	1686977	3605	Endonuclease MutS2	http://purl.uniprot.org/uniprot/A0A0E1EJ73
GCF-000007265-protein656.fasta	GCF_000007265	NC_004116.1	660932	663590	656	Proteinase, putative	http://purl.uniprot.org/uniprot/Q8E0Q0
GCF-001026925-protein3022.fasta	GCF_001026925	NZ_CP010867.1	1091817	1093488	3022	Formate--tetrahydrofolate ligase	http://purl.uniprot.org/uniprot/A0A0E1EHC8
GCF-001026925-protein3043.fasta	GCF_001026925	NZ_CP010867.1	1112684	1113254	3043	Thymidine kinase	http://purl.uniprot.org/uniprot/A0A0E1EN24
GCF-000689235-protein480.fasta	GCF_000689235	NZ_HG939456.1	511102	511957	480	Bifunctional protein FolD	http://purl.uniprot.org/uniprot/Q3K2M6
GCF-001026925-protein2148.fasta	GCF_001026925	NZ_CP010867.1	173282	174314	2148	Endonuclease	http://purl.uniprot.org/uniprot/S9C7T0
GCF-001026925-protein2057.fasta	GCF_001026925	NZ_CP010867.1	80328	80742	2057	50S ribosomal protein L16	http://purl.uniprot.org/uniprot/X8JIS1
GCF-001026925-protein2664.fasta	GCF_001026925	NZ_CP010867.1	703189	704275	2664	Neutral endopeptidase	http://purl.uniprot.org/uniprot/A0A1B3J9K7
GCF-001026925-protein2376.fasta	GCF_001026925	NZ_CP010867.1	404718	404925	2376	Carbonate dehydratase	http://purl.uniprot.org/uniprot/S9CJ16
GCF-001026925-protein3873.fasta	GCF_001026925	NZ_CP010867.1	1953195	1953804	3873	Chromosome assembly protein	http://purl.uniprot.org/uniprot/A0A075N2D3
GCF-001026925-protein2798.fasta	GCF_001026925	NZ_CP010867.1	847543	847762	2798	Transcriptional regulator, CroCI family	http://purl.uniprot.org/uniprot/A0A0G2Z0W3
GCF-000689235-protein46.fasta	GCF_000689235	NZ_HG939456.1	64669	65581	46	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1J7WGA7
GCF-000689235-protein1483.fasta	GCF_000689235	NZ_HG939456.1	1560003	1560720	1483	Probable transcriptional regulatory protein FSLSAGS3026_09540	http://purl.uniprot.org/uniprot/F8Y2H3
GCF-000689235-protein364.fasta	GCF_000689235	NZ_HG939456.1	392755	393760	364	Esterase	http://purl.uniprot.org/uniprot/S9B1X9
GCF-000689235-protein325.fasta	GCF_000689235	NZ_HG939456.1	358254	358689	325	Transcriptional regulator, MarR family	http://purl.uniprot.org/uniprot/E7S688
GCF-001026925-protein3404.fasta	GCF_001026925	NZ_CP010867.1	1490701	1491550	3404	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0E1EN63
GCF-001026925-protein3604.fasta	GCF_001026925	NZ_CP010867.1	1684133	1684634	3604	Phosphoesterase	http://purl.uniprot.org/uniprot/A0A0E1ENR5
GCF-000007265-protein1948.fasta	GCF_000007265	NC_004116.1	1988662	1990012	1948	Transporter	http://purl.uniprot.org/uniprot/A0A1F0CIZ3
GCF-001026925-protein2246.fasta	GCF_001026925	NZ_CP010867.1	270573	271155	2246	Membrane protein	http://purl.uniprot.org/uniprot/A0A0E1EFG9
GCF-000689235-protein1412.fasta	GCF_000689235	NZ_HG939456.1	1491838	1492387	1412	Acetyltransferase, GNAT family	http://purl.uniprot.org/uniprot/E7S314
GCF-001026925-protein3896.fasta	GCF_001026925	NZ_CP010867.1	1980538	1981270	3896	UPF0246 protein SAK_2020	http://purl.uniprot.org/uniprot/Q3JYP3
GCF-000427035-protein2558.fasta	GCF_000427035	NC_021485.1	451768	452806	2558	Zn-dependent alcohol dehydrogenase	http://purl.uniprot.org/uniparc/UPI000332DFEE
GCF-001026925-protein3505.fasta	GCF_001026925	NZ_CP010867.1	1581593	1582526	3505	Membrane protein insertase YidC	http://purl.uniprot.org/uniprot/A0A0E1EPI5
GCF-000012705-protein2583.fasta	GCF_000012705	NC_007432.1	507186	508677	2583	IS1182-like element IS1563 family transposase	http://purl.uniprot.org/uniparc/UPI00005BB23C
GCF-001026925-protein2202.fasta	GCF_001026925	NZ_CP010867.1	230227	230674	2202	50S ribosomal protein L13	http://purl.uniprot.org/uniprot/Q8E1Y7
GCF-001026925-protein2081.fasta	GCF_001026925	NZ_CP010867.1	99201	99753	2081	Prolyl-tRNA synthetase	http://purl.uniprot.org/uniprot/A0A076Z6P5
GCF-000689235-protein1627.fasta	GCF_000689235	NZ_HG939456.1	1697573	1698839	1627	DltB protein	http://purl.uniprot.org/uniprot/F8Y2W3
GCF-000689235-protein993.fasta	GCF_000689235	NZ_HG939456.1	1058719	1059604	993	Pseudouridine synthase	http://purl.uniprot.org/uniprot/F8Y0P1
GCF-001026925-protein3421.fasta	GCF_001026925	NZ_CP010867.1	1505730	1506288	3421	Ribosome-recycling factor	http://purl.uniprot.org/uniprot/E7S363
GCF-001026925-protein3084.fasta	GCF_001026925	NZ_CP010867.1	1152137	1153421	3084	homoserine dehydrogenase	http://purl.uniprot.org/uniparc/UPI00005C6521
GCF-000196055-protein1123.fasta	GCF_000196055	NC_004368.1	1166875	1168507	1123	Relaxase	http://purl.uniprot.org/uniprot/S9BAI6
GCF-001026925-protein3685.fasta	GCF_001026925	NZ_CP010867.1	1765387	1765660	3685	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0001879335
GCF-000689235-protein1011.fasta	GCF_000689235	NZ_HG939456.1	1076194	1077349	1011	Spermidine/putrescine import ATP-binding protein PotA	http://purl.uniprot.org/uniprot/Q3K0Y6
GCF-000689235-protein1792.fasta	GCF_000689235	NZ_HG939456.1	1870888	1873150	1792	Adhesion protein	http://purl.uniprot.org/uniprot/M4YZD6
GCF-000689235-protein1607.fasta	GCF_000689235	NZ_HG939456.1	1683141	1683612	1607	30S ribosomal protein S7	http://purl.uniprot.org/uniprot/Q3JZB4
GCF-001026925-protein3992.fasta	GCF_001026925	NZ_CP010867.1	2067380	2068625	3992	Peptidase M16	http://purl.uniprot.org/uniprot/S9CQW2
GCF-000689235-protein1923.fasta	GCF_000689235	NZ_HG939456.1	2000146	2001661	1923	ABC transporter, substrate-binding protein, QAT family	http://purl.uniprot.org/uniprot/E7S1D7
GCF-001026925-protein3840.fasta	GCF_001026925	NZ_CP010867.1	1922330	1922714	3840	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EPH1
GCF-001026925-protein3474.fasta	GCF_001026925	NZ_CP010867.1	1557389	1558025	3474	Thymidylate kinase	http://purl.uniprot.org/uniprot/A0A0E1EIU6
GCF-000689235-protein284.fasta	GCF_000689235	NZ_HG939456.1	311997	312516	284	UPF0398 protein SAG0300	http://purl.uniprot.org/uniprot/Q8E1Q3
GCF-000196055-protein1910.fasta	GCF_000196055	NC_004368.1	1978964	1980491	1910	Sensor kinase	http://purl.uniprot.org/uniprot/A0A0R2Y1I5
GCF-000689235-protein251.fasta	GCF_000689235	NZ_HG939456.1	275130	276045	251	Glycine--tRNA ligase alpha subunit	http://purl.uniprot.org/uniprot/Q3K3B1
GCF-000689235-protein500.fasta	GCF_000689235	NZ_HG939456.1	529268	531953	500	Putative potassium/sodium efflux P-type ATPase, fungal-type	http://purl.uniprot.org/uniprot/E7S5L2
GCF-000689235-protein579.fasta	GCF_000689235	NZ_HG939456.1	608886	609705	579	Antibiotic ABC transporter permease	http://purl.uniprot.org/uniprot/S9CA38
GCF-001026925-protein2615.fasta	GCF_001026925	NZ_CP010867.1	647885	648611	2615	Putative phage protein	http://purl.uniprot.org/uniprot/A0A0H1NJI0
GCF-000689235-protein1026.fasta	GCF_000689235	NZ_HG939456.1	1089198	1090206	1026	UPF0324 membrane protein SAG1125	http://purl.uniprot.org/uniprot/Q8DZH6
GCF-001026925-protein3148.fasta	GCF_001026925	NZ_CP010867.1	1213407	1214619	3148	Phosphopentomutase 2	http://purl.uniprot.org/uniprot/Q3JYQ5
